id,gender,age,income,became_member_on
741,M,72.0,35000.0,2014-12-04
742,M,43.0,31000.0,2018-03-27
743,M,63.0,70000.0,2016-05-10
744,M,73.0,46000.0,2018-06-10
745,M,53.0,57000.0,2015-12-27
746,F,37.0,57000.0,2018-05-07
747,,,,2018-07-09
748,M,45.0,44000.0,2014-10-29
749,M,59.0,61000.0,2018-07-02
750,M,74.0,51000.0,2016-09-24
751,M,18.0,36000.0,2016-10-31
752,F,94.0,84000.0,2016-11-30
753,M,38.0,33000.0,2016-02-07
754,F,67.0,50000.0,2016-09-12
755,F,46.0,36000.0,2015-12-29
756,M,82.0,41000.0,2017-12-20
757,M,37.0,36000.0,2018-07-05
758,F,65.0,71000.0,2018-06-04
759,F,66.0,34000.0,2017-08-15
760,F,65.0,57000.0,2016-10-09
761,,,,2015-08-22
762,,,,2017-09-28
763,F,54.0,52000.0,2016-06-13
764,M,63.0,113000.0,2017-12-19
765,,,,2018-04-05
766,F,50.0,110000.0,2018-03-25
767,M,64.0,81000.0,2017-09-21
768,M,66.0,50000.0,2017-10-14
769,F,76.0,62000.0,2016-12-09
770,F,56.0,82000.0,2017-01-04
771,M,49.0,75000.0,2017-05-12
772,F,29.0,53000.0,2015-10-23
773,,,,2017-07-08
774,F,51.0,56000.0,2016-05-17
775,M,69.0,68000.0,2018-06-14
776,M,48.0,52000.0,2013-08-15
777,M,25.0,68000.0,2015-10-27
778,M,82.0,78000.0,2015-10-14
779,F,57.0,70000.0,2016-09-21
780,M,50.0,70000.0,2017-12-24
781,,,,2016-01-09
782,F,74.0,72000.0,2018-07-25
783,,,,2017-09-20
784,,,,2017-08-31
785,F,49.0,59000.0,2018-06-04
786,,,,2016-09-03
787,M,80.0,88000.0,2017-05-03
788,,,,2018-05-05
789,F,62.0,81000.0,2016-06-17
790,M,63.0,50000.0,2018-07-07
791,F,54.0,109000.0,2016-04-24
792,,,,2016-02-29
793,M,45.0,55000.0,2018-05-01
794,F,49.0,110000.0,2017-12-26
795,M,61.0,35000.0,2017-08-02
796,M,46.0,46000.0,2017-12-04
797,M,64.0,59000.0,2014-07-26
798,,,,2017-05-27
799,F,69.0,89000.0,2015-11-20
800,M,69.0,64000.0,2015-03-28
801,M,66.0,70000.0,2017-07-01
802,M,60.0,56000.0,2014-08-10
803,F,40.0,51000.0,2017-11-29
804,M,74.0,64000.0,2015-09-22
805,F,52.0,31000.0,2015-09-30
806,,,,2017-08-06
807,F,62.0,55000.0,2015-08-06
808,F,61.0,118000.0,2015-10-10
809,F,22.0,55000.0,2017-08-12
810,M,62.0,35000.0,2017-03-25
811,M,23.0,63000.0,2017-08-31
812,F,90.0,104000.0,2016-09-11
813,F,72.0,41000.0,2015-11-02
814,F,69.0,93000.0,2016-03-07
815,F,71.0,43000.0,2017-11-21
816,M,32.0,38000.0,2018-04-22
817,M,36.0,51000.0,2018-03-10
818,F,58.0,38000.0,2018-06-21
819,M,75.0,103000.0,2015-11-29
820,F,58.0,41000.0,2017-09-29
821,M,76.0,69000.0,2017-01-07
822,,,,2018-04-17
823,F,49.0,73000.0,2013-10-26
824,F,57.0,90000.0,2016-01-03
825,M,66.0,74000.0,2018-01-18
826,M,33.0,54000.0,2018-01-06
827,M,54.0,39000.0,2018-05-23
828,F,48.0,82000.0,2016-10-08
829,F,66.0,62000.0,2017-02-27
830,F,46.0,73000.0,2015-02-21
831,F,51.0,91000.0,2017-05-01
832,F,67.0,58000.0,2015-08-13
833,F,28.0,65000.0,2018-01-20
834,F,20.0,55000.0,2017-09-10
835,M,74.0,34000.0,2017-08-01
836,,,,2017-12-20
837,M,67.0,73000.0,2013-10-19
838,,,,2017-12-08
839,,,,2017-11-13
840,M,86.0,55000.0,2017-09-28
841,M,58.0,83000.0,2017-09-06
842,,,,2016-12-22
843,,,,2015-08-29
844,M,67.0,41000.0,2017-08-04
845,F,58.0,92000.0,2017-02-13
846,F,54.0,82000.0,2017-02-11
847,F,56.0,55000.0,2016-06-24
848,,,,2016-06-03
849,M,58.0,41000.0,2018-04-20
850,F,56.0,91000.0,2018-07-20
851,M,63.0,61000.0,2018-05-26
852,O,48.0,80000.0,2016-07-29
853,M,50.0,59000.0,2018-06-15
854,,,,2017-12-21
855,M,63.0,96000.0,2017-08-04
856,,,,2017-04-09
857,F,79.0,94000.0,2013-12-07
858,M,47.0,92000.0,2018-01-23
859,M,57.0,110000.0,2017-06-11
860,F,63.0,74000.0,2016-07-28
861,M,79.0,64000.0,2018-06-13
862,M,54.0,92000.0,2015-08-11
863,M,53.0,33000.0,2017-11-18
864,M,53.0,96000.0,2017-11-13
865,F,70.0,58000.0,2015-09-14
866,F,47.0,77000.0,2016-03-06
867,M,42.0,60000.0,2016-04-29
868,,,,2017-02-14
869,M,61.0,100000.0,2015-08-29
870,M,30.0,35000.0,2018-03-05
871,M,59.0,108000.0,2017-08-27
872,M,38.0,38000.0,2018-06-15
873,F,72.0,35000.0,2017-10-14
874,M,69.0,36000.0,2015-03-24
875,M,31.0,55000.0,2016-09-26
876,F,58.0,37000.0,2018-04-13
877,F,74.0,61000.0,2018-01-22
878,M,66.0,72000.0,2016-03-21
879,F,65.0,88000.0,2017-04-21
880,F,56.0,83000.0,2016-05-19
881,M,63.0,51000.0,2018-04-24
882,F,38.0,69000.0,2018-03-22
883,F,70.0,78000.0,2017-11-01
884,F,64.0,70000.0,2014-12-03
885,F,43.0,47000.0,2018-03-16
886,M,47.0,69000.0,2016-10-17
887,M,49.0,91000.0,2015-09-06
888,F,64.0,59000.0,2014-09-10
889,F,50.0,67000.0,2015-09-16
890,O,32.0,54000.0,2016-12-23
891,F,56.0,106000.0,2017-08-20
892,M,53.0,69000.0,2016-01-08
893,M,33.0,68000.0,2017-09-16
894,,,,2015-09-14
895,M,25.0,56000.0,2015-08-29
896,O,59.0,73000.0,2017-08-05
897,F,58.0,77000.0,2017-12-20
898,F,73.0,67000.0,2015-11-11
899,M,45.0,52000.0,2017-07-27
900,,,,2015-11-05
901,,,,2017-09-05
902,F,22.0,50000.0,2017-10-30
903,F,50.0,110000.0,2017-11-14
904,M,57.0,33000.0,2017-07-28
905,,,,2016-03-06
906,M,56.0,56000.0,2015-08-23
907,F,68.0,115000.0,2017-05-02
908,,,,2015-12-09
909,M,36.0,67000.0,2018-07-21
910,M,66.0,50000.0,2015-03-17
911,F,68.0,117000.0,2018-05-18
912,F,84.0,68000.0,2018-04-14
913,F,74.0,52000.0,2018-06-17
914,F,49.0,70000.0,2017-11-06
915,,,,2017-12-09
916,F,30.0,69000.0,2015-11-24
917,F,74.0,97000.0,2017-08-14
918,F,55.0,57000.0,2018-04-12
919,M,19.0,65000.0,2017-01-14
920,M,69.0,70000.0,2017-08-17
921,F,69.0,34000.0,2018-05-16
922,M,54.0,39000.0,2016-04-21
923,M,25.0,60000.0,2014-07-11
924,,,,2016-10-30
925,F,49.0,112000.0,2015-09-21
926,M,55.0,41000.0,2017-10-22
927,M,69.0,72000.0,2014-06-01
928,,,,2015-12-17
929,M,60.0,68000.0,2017-11-01
930,M,40.0,91000.0,2016-11-21
931,F,64.0,59000.0,2017-06-04
932,,,,2017-10-16
933,M,65.0,50000.0,2016-06-18
934,F,91.0,37000.0,2017-08-15
935,M,71.0,87000.0,2017-05-02
936,,,,2017-08-12
937,M,57.0,38000.0,2016-11-14
938,M,51.0,93000.0,2015-08-26
939,M,82.0,89000.0,2017-10-12
940,M,60.0,68000.0,2016-12-27
941,M,68.0,71000.0,2017-10-03
942,M,42.0,63000.0,2017-06-09
943,F,65.0,77000.0,2017-01-29
944,F,42.0,53000.0,2017-12-29
945,M,45.0,63000.0,2018-05-06
946,M,64.0,38000.0,2017-10-03
947,F,53.0,32000.0,2017-01-26
948,,,,2017-10-25
949,F,47.0,53000.0,2017-10-24
950,M,92.0,113000.0,2018-06-01
951,F,42.0,48000.0,2016-08-13
952,M,45.0,68000.0,2017-10-13
953,F,60.0,47000.0,2018-05-28
954,M,32.0,34000.0,2015-10-30
955,M,63.0,73000.0,2017-07-01
956,F,89.0,81000.0,2017-09-02
957,F,54.0,91000.0,2017-07-29
958,F,53.0,95000.0,2018-01-17
959,M,60.0,42000.0,2017-10-21
960,M,21.0,74000.0,2016-11-14
961,M,63.0,58000.0,2017-10-05
962,F,90.0,75000.0,2018-01-30
963,M,47.0,82000.0,2016-10-17
964,M,25.0,46000.0,2014-05-31
965,,,,2016-07-12
966,M,41.0,61000.0,2017-05-10
967,,,,2018-01-23
968,M,22.0,31000.0,2016-02-26
969,,,,2018-07-09
970,F,57.0,51000.0,2016-02-01
971,,,,2017-05-10
972,F,37.0,100000.0,2015-09-28
973,F,65.0,79000.0,2014-06-16
974,M,45.0,32000.0,2018-04-08
975,M,42.0,53000.0,2018-06-15
976,M,19.0,69000.0,2017-09-15
977,M,33.0,51000.0,2017-11-09
978,F,96.0,72000.0,2017-11-28
979,M,46.0,42000.0,2018-02-21
980,O,74.0,61000.0,2015-09-10
981,F,62.0,103000.0,2015-11-26
982,O,55.0,76000.0,2017-05-04
983,F,50.0,92000.0,2016-12-15
984,M,59.0,64000.0,2016-04-08
985,M,73.0,106000.0,2017-11-30
986,F,57.0,89000.0,2016-05-24
987,M,86.0,92000.0,2016-02-09
988,,,,2015-11-24
989,F,74.0,72000.0,2017-11-30
990,F,88.0,71000.0,2017-03-25
991,M,63.0,44000.0,2014-08-06
992,F,49.0,44000.0,2016-01-23
993,,,,2015-08-13
994,F,49.0,115000.0,2018-04-28
995,,,,2015-11-29
996,M,63.0,64000.0,2017-09-07
997,M,25.0,73000.0,2015-08-08
998,F,22.0,36000.0,2018-01-09
999,F,55.0,58000.0,2016-06-11
1000,M,67.0,44000.0,2017-12-13
1001,F,52.0,71000.0,2018-02-15
1002,M,50.0,89000.0,2018-06-13
1003,,,,2016-11-12
1004,,,,2018-01-11
1005,F,42.0,56000.0,2016-02-02
1006,M,53.0,78000.0,2015-09-13
1007,F,70.0,101000.0,2016-09-07
1008,F,57.0,111000.0,2015-11-07
1009,M,41.0,49000.0,2016-01-21
1010,F,62.0,67000.0,2016-11-01
1011,M,63.0,90000.0,2018-04-16
1012,M,53.0,40000.0,2017-04-23
1013,M,60.0,57000.0,2018-05-29
1014,F,90.0,71000.0,2018-05-31
1015,M,52.0,50000.0,2015-10-31
1016,M,28.0,35000.0,2017-10-03
1017,F,68.0,76000.0,2018-06-22
1018,F,43.0,63000.0,2017-09-28
1019,F,20.0,47000.0,2014-03-06
1020,M,52.0,104000.0,2016-09-26
1021,F,73.0,75000.0,2018-06-26
1022,M,36.0,52000.0,2018-03-16
1023,M,28.0,51000.0,2013-10-29
1024,,,,2018-05-02
1025,F,69.0,84000.0,2016-10-26
1026,F,33.0,56000.0,2017-09-01
1027,F,39.0,35000.0,2017-08-18
1028,F,51.0,84000.0,2017-03-10
1029,M,79.0,50000.0,2016-01-03
1030,M,40.0,44000.0,2016-11-05
1031,F,59.0,109000.0,2015-08-17
1032,M,54.0,75000.0,2017-08-16
1033,M,32.0,48000.0,2018-01-24
1034,M,37.0,57000.0,2017-11-09
1035,F,49.0,79000.0,2018-01-10
1036,M,66.0,69000.0,2017-12-14
1037,M,67.0,35000.0,2018-02-26
1038,M,47.0,38000.0,2017-11-26
1039,M,57.0,41000.0,2018-04-05
1040,M,31.0,45000.0,2018-07-22
1041,M,55.0,52000.0,2018-01-20
1042,M,81.0,74000.0,2018-06-13
1043,M,43.0,51000.0,2018-03-24
1044,F,76.0,85000.0,2014-07-17
1045,F,64.0,83000.0,2016-12-24
1046,F,61.0,80000.0,2017-08-13
1047,F,44.0,41000.0,2018-04-13
1048,F,72.0,39000.0,2017-07-31
1049,M,53.0,61000.0,2018-05-01
1050,M,50.0,62000.0,2015-08-06
1051,,,,2017-03-19
1052,,,,2017-07-06
1053,,,,2017-12-16
1054,,,,2018-06-23
1055,F,50.0,98000.0,2017-01-01
1056,F,81.0,57000.0,2018-03-07
1057,F,44.0,36000.0,2017-11-06
1058,O,81.0,57000.0,2018-03-24
1059,F,49.0,54000.0,2017-12-27
1060,F,61.0,108000.0,2016-11-06
1061,F,38.0,72000.0,2017-07-26
1062,M,58.0,77000.0,2017-09-13
1063,,,,2016-04-13
1064,M,77.0,58000.0,2015-01-01
1065,F,63.0,31000.0,2017-11-26
1066,F,64.0,102000.0,2016-08-07
1067,F,33.0,43000.0,2015-11-06
1068,M,39.0,64000.0,2018-05-21
1069,M,61.0,34000.0,2013-12-05
1070,,,,2018-01-14
1071,,,,2015-09-11
1072,F,63.0,96000.0,2016-04-10
1073,M,63.0,34000.0,2017-12-23
1074,M,28.0,67000.0,2017-10-03
1075,M,46.0,32000.0,2017-10-09
1076,F,20.0,59000.0,2017-12-26
1077,M,70.0,98000.0,2017-06-30
1078,F,83.0,34000.0,2017-06-15
1079,F,20.0,62000.0,2016-12-24
1080,F,73.0,89000.0,2017-12-04
1081,M,29.0,67000.0,2017-10-15
1082,F,24.0,53000.0,2018-03-21
1083,,,,2014-03-29
1084,M,98.0,52000.0,2018-04-10
1085,F,28.0,68000.0,2017-09-08
1086,M,43.0,88000.0,2018-05-21
1087,,,,2017-11-28
1088,M,60.0,51000.0,2017-07-31
1089,F,59.0,72000.0,2017-12-15
1090,F,81.0,62000.0,2013-08-02
1091,F,65.0,51000.0,2017-08-05
1092,,,,2017-03-27
1093,M,76.0,99000.0,2015-09-12
1094,M,66.0,74000.0,2017-11-15
1095,,,,2018-03-25
1096,M,62.0,76000.0,2015-09-07
1097,M,41.0,41000.0,2017-05-29
1098,F,33.0,41000.0,2017-09-20
1099,F,52.0,89000.0,2016-01-16
1100,F,38.0,50000.0,2017-10-08
1101,M,57.0,83000.0,2016-06-13
1102,M,60.0,93000.0,2013-08-02
1103,M,41.0,71000.0,2017-11-16
1104,,,,2017-09-06
1105,F,47.0,59000.0,2015-10-12
1106,M,53.0,91000.0,2018-03-25
1107,M,19.0,67000.0,2017-05-07
1108,F,55.0,47000.0,2016-01-28
1109,F,39.0,90000.0,2016-07-13
1110,M,50.0,42000.0,2017-11-26
1111,,,,2016-10-02
1112,,,,2017-05-31
1113,M,42.0,48000.0,2017-09-16
1114,M,56.0,32000.0,2018-03-22
1115,M,59.0,86000.0,2015-10-14
1116,M,60.0,92000.0,2018-05-27
1117,F,58.0,77000.0,2016-09-06
1118,F,64.0,33000.0,2017-10-12
1119,M,56.0,49000.0,2015-07-20
1120,M,77.0,73000.0,2013-11-23
1121,M,58.0,39000.0,2017-04-23
1122,F,69.0,74000.0,2016-11-15
1123,M,62.0,92000.0,2016-11-29
1124,M,79.0,71000.0,2017-03-08
1125,F,53.0,31000.0,2017-08-18
1126,M,64.0,60000.0,2016-04-19
1127,F,49.0,52000.0,2017-06-10
1128,M,22.0,54000.0,2017-11-14
1129,M,79.0,42000.0,2016-11-17
1130,F,38.0,60000.0,2017-08-09
1131,F,64.0,88000.0,2018-06-07
1132,F,81.0,71000.0,2016-04-17
1133,F,47.0,40000.0,2013-11-11
1134,,,,2017-09-04
1135,,,,2015-09-05
1136,M,20.0,40000.0,2017-11-20
1137,F,83.0,69000.0,2017-03-05
1138,M,56.0,57000.0,2014-04-07
1139,,,,2017-11-28
1140,M,37.0,46000.0,2014-12-07
1141,F,44.0,71000.0,2018-06-10
1142,F,22.0,51000.0,2017-08-28
1143,M,51.0,53000.0,2017-08-10
1144,M,42.0,33000.0,2018-05-19
1145,M,48.0,39000.0,2018-06-29
1146,M,78.0,44000.0,2018-01-21
1147,M,67.0,69000.0,2015-12-24
1148,M,33.0,54000.0,2018-05-30
1149,F,83.0,58000.0,2017-08-07
1150,M,74.0,61000.0,2018-07-15
1151,M,34.0,72000.0,2014-06-18
1152,F,57.0,72000.0,2015-08-10
1153,F,29.0,39000.0,2014-05-29
1154,M,68.0,52000.0,2018-03-09
1155,F,21.0,31000.0,2016-11-01
1156,M,20.0,33000.0,2018-03-08
1157,F,62.0,74000.0,2017-11-08
1158,M,31.0,60000.0,2017-09-15
1159,M,46.0,75000.0,2017-11-17
1160,F,70.0,67000.0,2016-10-31
1161,F,54.0,53000.0,2016-05-25
1162,M,53.0,83000.0,2017-06-03
1163,,,,2017-10-29
1164,F,67.0,102000.0,2018-06-13
1165,M,30.0,53000.0,2018-06-21
1166,F,76.0,109000.0,2017-07-21
1167,F,57.0,89000.0,2016-10-04
1168,M,36.0,37000.0,2015-03-05
1169,M,42.0,50000.0,2018-01-07
1170,M,54.0,95000.0,2016-03-31
1171,M,19.0,34000.0,2015-01-15
1172,F,100.0,118000.0,2017-09-05
1173,F,59.0,111000.0,2016-02-11
1174,M,72.0,53000.0,2018-06-09
1175,F,38.0,63000.0,2017-08-06
1176,F,20.0,39000.0,2017-12-05
1177,M,42.0,78000.0,2016-07-29
1178,M,51.0,66000.0,2017-11-23
1179,M,70.0,35000.0,2017-07-31
1180,M,38.0,56000.0,2015-12-13
1181,M,85.0,95000.0,2017-07-27
1182,M,53.0,92000.0,2015-11-16
1183,M,51.0,61000.0,2015-03-30
1184,M,26.0,63000.0,2017-08-22
1185,M,40.0,70000.0,2018-07-06
1186,M,75.0,50000.0,2013-12-15
1187,M,40.0,99000.0,2013-12-29
1188,F,81.0,33000.0,2015-08-10
1189,,,,2017-11-01
1190,M,78.0,42000.0,2017-09-21
1191,M,53.0,100000.0,2016-07-04
1192,M,49.0,79000.0,2016-01-01
1193,M,58.0,31000.0,2017-09-29
1194,M,59.0,73000.0,2017-08-27
1195,F,58.0,95000.0,2017-10-23
1196,F,36.0,77000.0,2016-08-29
1197,,,,2016-02-24
1198,M,66.0,56000.0,2018-07-16
1199,M,71.0,84000.0,2017-01-17
1200,M,83.0,52000.0,2017-03-01
1201,M,52.0,65000.0,2013-07-30
1202,,,,2016-01-01
1203,F,61.0,109000.0,2017-11-03
1204,M,49.0,74000.0,2014-08-02
1205,F,70.0,87000.0,2016-07-04
1206,F,53.0,104000.0,2017-12-10
1207,F,59.0,73000.0,2016-08-13
1208,F,21.0,63000.0,2017-01-25
1209,F,53.0,87000.0,2017-05-28
1210,M,32.0,45000.0,2016-07-26
1211,F,63.0,51000.0,2018-01-20
1212,F,75.0,72000.0,2015-11-17
1213,M,56.0,52000.0,2018-04-12
1214,M,49.0,45000.0,2015-08-09
1215,M,42.0,93000.0,2015-06-25
1216,,,,2017-09-26
1217,M,55.0,71000.0,2017-02-12
1218,M,44.0,55000.0,2015-11-04
1219,,,,2015-11-26
1220,,,,2017-04-20
1221,M,70.0,60000.0,2015-12-10
1222,M,62.0,31000.0,2018-04-03
1223,M,96.0,82000.0,2016-04-12
1224,M,65.0,116000.0,2017-09-10
1225,F,51.0,85000.0,2016-11-29
1226,F,44.0,63000.0,2017-10-06
1227,F,39.0,31000.0,2015-12-25
1228,F,40.0,41000.0,2016-06-28
1229,F,33.0,64000.0,2018-07-23
1230,F,76.0,64000.0,2016-06-04
1231,M,26.0,62000.0,2018-06-22
1232,M,65.0,31000.0,2016-03-23
1233,,,,2018-02-03
1234,F,64.0,86000.0,2016-03-26
1235,M,75.0,36000.0,2018-02-01
1236,F,75.0,99000.0,2018-02-05
1237,F,58.0,81000.0,2017-10-29
1238,M,25.0,50000.0,2017-08-11
1239,M,19.0,46000.0,2017-09-02
1240,F,26.0,69000.0,2018-05-24
1241,M,58.0,75000.0,2016-05-25
1242,F,69.0,67000.0,2014-12-08
1243,M,58.0,93000.0,2018-01-02
1244,M,48.0,52000.0,2016-02-06
1245,F,26.0,55000.0,2018-02-10
1246,F,35.0,58000.0,2017-02-24
1247,M,63.0,46000.0,2015-05-30
1248,F,24.0,75000.0,2017-04-17
1249,,,,2017-07-17
1250,F,48.0,71000.0,2017-11-16
1251,M,55.0,79000.0,2016-06-07
1252,M,58.0,44000.0,2016-06-01
1253,,,,2017-08-10
1254,F,75.0,75000.0,2017-11-21
1255,F,55.0,89000.0,2015-10-30
1256,M,84.0,53000.0,2017-03-07
1257,F,79.0,102000.0,2017-01-22
1258,M,66.0,96000.0,2016-12-12
1259,F,67.0,61000.0,2017-12-09
1260,F,69.0,73000.0,2016-06-10
1261,M,66.0,62000.0,2015-12-12
1262,F,72.0,116000.0,2016-03-11
1263,F,69.0,53000.0,2017-09-28
1264,M,60.0,41000.0,2017-12-14
1265,M,84.0,72000.0,2017-10-07
1266,F,53.0,68000.0,2017-11-16
1267,F,81.0,111000.0,2015-11-09
1268,M,53.0,62000.0,2014-12-17
1269,M,64.0,56000.0,2017-12-07
1270,M,70.0,52000.0,2018-03-04
1271,F,52.0,60000.0,2015-12-26
1272,,,,2018-02-15
1273,M,18.0,46000.0,2018-04-21
1274,F,54.0,37000.0,2017-02-27
1275,F,56.0,40000.0,2015-10-10
1276,F,68.0,88000.0,2017-02-08
1277,M,30.0,55000.0,2018-06-21
1278,M,59.0,32000.0,2017-10-21
1279,M,50.0,33000.0,2018-03-08
1280,M,30.0,41000.0,2013-10-13
1281,M,76.0,43000.0,2018-05-13
1282,M,34.0,39000.0,2018-04-11
1283,M,74.0,75000.0,2016-10-05
1284,M,56.0,77000.0,2016-04-02
1285,F,87.0,58000.0,2016-02-10
1286,M,80.0,60000.0,2018-01-13
1287,M,64.0,53000.0,2016-03-20
1288,,,,2017-09-01
1289,M,22.0,66000.0,2018-01-03
1290,F,49.0,102000.0,2018-01-14
1291,M,66.0,35000.0,2018-04-29
1292,M,70.0,70000.0,2016-08-19
1293,,,,2017-07-27
1294,M,52.0,83000.0,2016-04-22
1295,M,60.0,54000.0,2017-08-03
1296,M,65.0,52000.0,2015-12-26
1297,M,43.0,59000.0,2016-02-25
1298,M,24.0,40000.0,2018-01-03
1299,M,65.0,42000.0,2018-03-10
1300,,,,2016-03-17
1301,M,25.0,35000.0,2014-11-10
1302,M,76.0,56000.0,2015-11-14
1303,M,73.0,73000.0,2018-02-13
1304,F,62.0,107000.0,2016-06-13
1305,,,,2017-04-13
1306,,,,2016-07-10
1307,M,48.0,39000.0,2017-12-06
1308,M,20.0,75000.0,2018-04-27
1309,F,60.0,77000.0,2017-12-06
1310,M,66.0,58000.0,2018-01-22
1311,M,48.0,57000.0,2017-05-02
1312,M,80.0,39000.0,2013-11-04
1313,F,46.0,45000.0,2017-11-10
1314,,,,2017-10-12
1315,F,61.0,98000.0,2018-03-19
1316,F,70.0,71000.0,2017-12-17
1317,F,63.0,100000.0,2016-01-21
1318,F,30.0,63000.0,2017-08-01
1319,M,61.0,71000.0,2017-12-07
1320,M,55.0,74000.0,2017-09-11
1321,F,53.0,99000.0,2016-03-11
1322,M,50.0,31000.0,2017-11-21
1323,M,68.0,81000.0,2016-05-01
1324,F,19.0,67000.0,2015-07-20
1325,F,44.0,61000.0,2017-04-30
1326,,,,2016-06-10
1327,M,65.0,35000.0,2017-04-08
1328,M,72.0,95000.0,2016-02-23
1329,M,58.0,47000.0,2015-08-11
1330,M,66.0,70000.0,2016-10-17
1331,F,67.0,110000.0,2015-07-29
1332,M,72.0,56000.0,2017-05-10
1333,M,58.0,31000.0,2015-12-21
1334,F,63.0,56000.0,2017-07-25
1335,M,74.0,52000.0,2017-12-13
1336,M,50.0,86000.0,2016-04-23
1337,M,35.0,73000.0,2018-05-05
1338,F,51.0,76000.0,2018-01-16
1339,,,,2018-05-20
1340,M,48.0,57000.0,2018-06-04
1341,M,62.0,68000.0,2014-03-12
1342,F,71.0,108000.0,2017-11-30
1343,M,42.0,57000.0,2014-07-02
1344,F,78.0,89000.0,2017-11-28
1345,,,,2015-05-16
1346,F,81.0,119000.0,2017-04-24
1347,F,64.0,71000.0,2017-07-29
1348,M,43.0,56000.0,2017-05-18
1349,F,48.0,93000.0,2015-08-13
1350,O,35.0,54000.0,2017-11-15
1351,M,40.0,79000.0,2016-09-11
1352,,,,2017-11-28
1353,F,54.0,73000.0,2017-12-21
1354,M,53.0,115000.0,2017-12-10
1355,M,63.0,47000.0,2013-09-21
1356,F,64.0,68000.0,2016-08-12
1357,O,56.0,33000.0,2018-05-01
1358,M,71.0,73000.0,2015-10-11
1359,M,78.0,77000.0,2016-01-19
1360,,,,2015-08-13
1361,M,43.0,32000.0,2015-01-09
1362,F,35.0,52000.0,2013-08-10
1363,M,67.0,82000.0,2016-12-17
1364,F,86.0,93000.0,2015-09-01
1365,,,,2018-04-13
1366,F,53.0,114000.0,2016-02-15
1367,F,45.0,33000.0,2017-08-30
1368,M,49.0,40000.0,2017-11-08
1369,M,37.0,66000.0,2017-10-29
1370,F,81.0,88000.0,2015-07-29
1371,F,33.0,41000.0,2017-09-23
1372,F,48.0,74000.0,2017-09-07
1373,F,54.0,92000.0,2017-12-16
1374,,,,2018-07-18
1375,F,88.0,55000.0,2017-10-20
1376,,,,2018-06-13
1377,F,22.0,65000.0,2016-04-26
1378,,,,2016-03-06
1379,F,62.0,98000.0,2016-05-02
1380,M,41.0,60000.0,2016-02-03
1381,F,60.0,53000.0,2015-12-27
1382,,,,2015-08-12
1383,M,75.0,64000.0,2016-09-20
1384,F,51.0,100000.0,2018-06-28
1385,F,60.0,32000.0,2018-01-06
1386,M,80.0,70000.0,2015-09-26
1387,M,19.0,59000.0,2018-05-01
1388,M,53.0,34000.0,2014-09-08
1389,M,41.0,53000.0,2017-09-19
1390,,,,2017-08-28
1391,F,55.0,52000.0,2016-10-15
1392,M,66.0,86000.0,2017-10-13
1393,F,42.0,59000.0,2017-08-21
1394,M,77.0,61000.0,2018-04-28
1395,M,59.0,63000.0,2018-03-18
1396,F,77.0,87000.0,2016-01-13
1397,F,58.0,93000.0,2017-04-08
1398,,,,2017-02-25
1399,F,53.0,99000.0,2016-08-05
1400,M,43.0,33000.0,2018-05-24
1401,M,50.0,39000.0,2016-09-11
1402,F,56.0,76000.0,2017-12-08
1403,M,62.0,50000.0,2017-01-15
1404,M,64.0,36000.0,2017-12-23
1405,M,31.0,44000.0,2018-01-18
1406,M,56.0,99000.0,2016-03-22
1407,F,60.0,99000.0,2018-01-16
1408,M,51.0,63000.0,2017-01-06
1409,M,71.0,32000.0,2017-10-11
1410,M,80.0,51000.0,2018-03-28
1411,F,67.0,87000.0,2017-05-16
1412,F,76.0,98000.0,2015-12-17
1413,M,29.0,59000.0,2017-12-23
1414,F,63.0,81000.0,2018-04-02
1415,F,64.0,76000.0,2017-12-03
1416,,,,2017-07-31
1417,M,22.0,56000.0,2014-09-09
1418,F,52.0,80000.0,2017-12-01
1419,F,82.0,99000.0,2016-03-13
1420,F,63.0,86000.0,2017-05-15
1421,,,,2017-03-08
1422,M,27.0,70000.0,2018-07-03
1423,,,,2016-12-29
1424,M,82.0,86000.0,2017-10-10
1425,F,55.0,81000.0,2017-08-16
1426,,,,2017-08-29
1427,,,,2015-12-31
1428,F,60.0,115000.0,2017-04-18
1429,F,67.0,81000.0,2018-02-20
1430,M,44.0,55000.0,2017-09-12
1431,,,,2018-07-26
1432,M,19.0,46000.0,2015-08-24
1433,,,,2016-06-22
1434,M,62.0,114000.0,2018-01-28
1435,,,,2017-08-03
1436,F,57.0,70000.0,2016-08-05
1437,M,75.0,71000.0,2017-10-08
1438,M,52.0,73000.0,2017-10-30
1439,M,69.0,80000.0,2017-04-28
1440,,,,2018-02-23
1441,F,50.0,70000.0,2017-08-02
1442,M,63.0,40000.0,2017-08-09
1443,F,66.0,62000.0,2018-05-01
1444,F,45.0,61000.0,2016-07-21
1445,F,63.0,31000.0,2016-12-03
1446,M,82.0,62000.0,2017-09-12
1447,M,70.0,47000.0,2017-07-29
1448,F,60.0,101000.0,2017-12-29
1449,F,85.0,75000.0,2017-04-18
1450,M,57.0,69000.0,2017-12-15
1451,M,28.0,41000.0,2016-04-22
1452,M,59.0,68000.0,2015-08-25
1453,M,57.0,83000.0,2016-04-04
1454,M,38.0,46000.0,2015-08-20
1455,,,,2017-05-06
1456,M,44.0,47000.0,2016-11-22
